timestamp,bid1_price,bid1_qty,bid2_price,bid2_qty,bid3_price,bid3_qty,bid4_price,bid4_qty,bid5_price,bid5_qty,ask1_price,ask1_qty,ask2_price,ask2_qty,ask3_price,ask3_qty,ask4_price,ask4_qty,ask5_price,ask5_qty,spread,midprice,total_buy_qty,total_sell_qty
2026-06-12T06:38:24.752,55931.6,60,55931.2,30,55925,30,55923,30,55920,180,55938,30,55939.4,120,55939.8,60,55940,60,55940.2,60,6.400000000001455,55934.8,330,330
2026-06-12T06:38:25.981,55931.6,120,55931.2,30,55925,30,55923,30,55920,180,55943.8,300,55947.4,120,55948.4,180,55948.6,30,55949,30,12.200000000004366,55937.7,390,660
2026-06-12T06:38:27.095,55931.8,60,55931.6,60,55931.2,30,55925,30,55923,30,55941.4,300,55944.2,30,55944.8,60,55945,90,55945.2,60,9.599999999998545,55936.600000000006,210,540
2026-06-12T06:38:28.200,55931.8,180,55931.2,30,55925,30,55923,30,55920,180,55941.4,300,55944,120,55944.6,30,55945.4,30,55945.8,450,9.599999999998545,55936.600000000006,450,930
2026-06-12T06:38:29.326,55931.8,180,55931.2,30,55925,30,55923,30,55920,180,55940.6,30,55941.4,300,55941.8,90,55942,30,55942.2,60,8.799999999995634,55936.2,450,510
2026-06-12T06:38:30.440,55931.8,180,55931.2,30,55925,30,55923,30,55920,180,55940.6,30,55941.4,300,55941.8,90,55942,30,55942.2,60,8.799999999995634,55936.2,450,510
2026-06-12T06:38:31.552,55931.6,120,55931.2,30,55925,30,55923,30,55920,180,55943.8,300,55947.4,120,55948.4,180,55948.6,30,55949,30,12.200000000004366,55937.7,390,660
2026-06-12T06:38:32.658,55931.8,180,55931.2,30,55925,30,55923,30,55920,180,55937.8,30,55938.8,30,55940.2,90,55940.4,60,55940.6,90,6.0,55934.8,450,300
2026-06-12T06:38:33.769,55925,30,55923,30,55920,180,55916,60,55915.8,30,55934,30,55934.2,90,55934.6,90,55934.8,300,55935,150,9,55929.5,330,660
2026-06-12T06:38:34.886,55926,30,55925,30,55923,30,55920,180,55916,60,55936.8,90,55937.2,30,55937.8,120,55938,60,55938.4,60,10.80000000000291,55931.4,330,360
2026-06-12T06:38:36.010,55926,30,55925,30,55923,30,55920,180,55916,60,55937.8,150,55938,30,55938.6,30,55938.8,90,55939.4,30,11.80000000000291,55931.9,330,330
2026-06-12T06:38:37.118,55926,30,55925,30,55923,30,55920,180,55916,60,55937.8,90,55938,30,55938.8,90,55940.2,210,55940.4,30,11.80000000000291,55931.9,330,450
2026-06-12T06:38:38.225,55926,30,55925,30,55923,30,55920,180,55916,60,55937.8,90,55938,30,55940.2,150,55940.4,30,55941.2,30,11.80000000000291,55931.9,330,330
2026-06-12T06:38:39.344,55926,30,55925,30,55923,30,55920,180,55916,60,55937.8,90,55938,30,55939.6,90,55940,30,55940.2,180,11.80000000000291,55931.9,330,420
2026-06-12T06:38:40.466,55926,30,55925,30,55923,30,55920,180,55916,60,55937.8,90,55938,30,55939.6,90,55940,30,55940.2,180,11.80000000000291,55931.9,330,420
2026-06-12T06:38:41.574,55926,30,55925,30,55923,30,55920,180,55916,60,55937.8,90,55938,30,55940.2,150,55940.4,30,55940.8,30,11.80000000000291,55931.9,330,330
2026-06-12T06:38:42.699,55927,30,55926,30,55925,30,55923,30,55920,180,55937.8,90,55938,30,55941.4,90,55942,30,55942.2,300,10.80000000000291,55932.4,300,540
2026-06-12T06:38:44.294,55929,30,55928,30,55925,30,55923,30,55920,180,55932,30,55937.8,90,55938,30,55944,300,55944.8,30,3,55930.5,300,480
2026-06-12T06:38:45.402,55929,30,55928,30,55925,30,55923,30,55920,180,55932,30,55937.8,90,55938,30,55944,300,55944.8,30,3,55930.5,300,480
2026-06-12T06:38:46.708,55930,30,55925,30,55923,30,55920,180,55916.2,30,55937.8,90,55938,30,55944.6,30,55945.4,30,55945.6,60,7.80000000000291,55933.9,300,240
2026-06-12T06:38:47.827,55930,30,55925,30,55923,30,55920,180,55916,90,55937.8,90,55938,30,55943.8,30,55944.6,120,55944.8,90,7.80000000000291,55933.9,360,360
